Latitude,Longitude,Depth
6.773,-73.146,146.0
6.775,-73.087,145.2
6.725,-73.167,140.8
6.823,-73.221,135.1
6.793,-73.168,142.0
6.974,-73.096,123.2
6.833,-73.340,118.2
6.807,-73.134,149.4
6.770,-73.136,146.0
6.784,-73.157,143.7
6.762,-73.151,144.0
6.800,-73.156,146.6
6.809,-73.173,149.0
5.962,-74.022,80.4
6.885,-73.058,229.3
6.791,-73.130,147.8
6.683,-73.118,129.9
6.800,-73.141,145.2
6.804,-73.153,149.6
6.711,-73.211,143.8
6.794,-73.132,143.8
6.782,-73.176,147.9
6.810,-73.148,146.0
6.745,-73.206,146.7
7.140,-73.509,38.5
6.818,-73.268,139.5
6.527,-73.592,105.1
6.799,-73.212,144.0
7.069,-73.161,139.4
6.786,-73.149,149.6
6.826,-73.158,149.6
6.746,-73.156,141.5
6.815,-73.257,132.0
6.740,-73.079,146.0
6.803,-73.118,146.7
6.854,-73.141,142.0
6.193,-73.638,113.1
6.736,-73.122,151.4
6.759,-73.154,150.3
6.800,-73.038,144.9
6.784,-73.138,141.5
6.770,-73.157,149.3
6.797,-73.157,144.0
6.804,-73.063,152.0
6.800,-73.163,144.9
6.765,-73.164,142.1
6.821,-73.136,143.4
6.811,-73.175,147.9
6.740,-73.184,140.0
6.789,-73.163,141.3
6.795,-73.095,148.9
6.583,-73.085,141.0
6.795,-73.208,141.0
6.791,-73.088,149.1
6.829,-73.175,140.3
6.797,-73.131,148.8
6.807,-73.131,137.9
6.808,-73.171,146.9
6.818,-73.114,152.3
6.290,-74.035,40.1
5.989,-73.833,104.3
6.813,-73.143,139.5
6.823,-73.074,152.0
6.801,-73.128,141.4
6.699,-73.500,113.1
6.859,-72.967,139.5
6.720,-73.516,108.6
6.797,-73.175,150.6
6.805,-73.103,152.0
6.778,-73.050,146.3
6.638,-73.169,142.0
6.766,-73.168,150.9
6.821,-73.090,146.0
6.783,-73.113,147.5
6.698,-73.152,154.0
6.750,-73.203,146.8
6.778,-73.032,147.7
6.472,-73.750,20.6
6.793,-73.143,142.2
6.689,-73.174,150.1
6.825,-73.146,144.9
6.785,-73.107,140.5
5.987,-74.023,59.2
7.558,-73.137,124.1
6.776,-73.108,142.9
6.417,-73.769,86.7
6.733,-73.282,137.4
6.592,-73.442,120.9
6.695,-73.200,146.2
6.788,-73.140,150.8
6.785,-73.155,145.2
6.775,-73.031,142.5
6.818,-73.132,146.6
6.798,-73.168,140.8
6.860,-73.160,139.7
6.758,-73.114,140.0
6.773,-73.181,148.0
6.764,-73.165,142.8
6.802,-73.156,148.5
6.795,-73.071,142.4
6.850,-73.185,149.0
6.806,-73.151,148.0
5.875,-73.773,104.0
6.832,-73.105,144.5
6.824,-73.161,141.8
6.786,-72.923,139.1
6.790,-73.146,141.4
6.732,-73.175,141.5
6.776,-73.123,142.8
6.806,-73.125,153.4
6.865,-73.332,121.5
6.790,-73.082,144.0
6.754,-73.418,120.0
6.802,-73.137,148.2
6.868,-72.944,139.6
6.895,-73.202,142.9
6.524,-73.485,108.1
6.803,-73.147,144.9
5.982,-73.745,104.8
6.776,-73.139,139.3
6.895,-73.307,121.7
6.823,-73.180,140.1
6.769,-73.155,144.0
6.716,-73.111,143.4
6.800,-73.141,148.0
6.808,-73.120,148.9
6.036,-74.180,4.2
6.807,-73.149,148.3
6.518,-73.532,117.7
6.830,-73.162,138.9
6.767,-73.108,139.3
6.807,-73.125,145.8
6.833,-73.142,137.8
6.808,-73.165,142.3
6.794,-73.170,141.2
6.761,-73.064,148.3
6.297,-73.608,110.0
6.762,-73.150,147.9
6.795,-73.183,132.0
6.819,-73.172,139.9
6.804,-73.116,145.8
6.788,-73.111,137.8
6.803,-73.066,146.2
7.319,-73.287,132.6
6.786,-73.180,140.5
6.790,-73.122,150.9
6.814,-73.201,129.5
6.830,-73.167,140.6
6.732,-73.195,148.7
6.797,-73.121,148.8
6.795,-73.119,149.7
6.804,-73.117,148.7
6.786,-73.152,143.2
6.775,-73.321,133.3
6.839,-73.279,109.3
7.380,-73.206,126.9
6.817,-73.121,148.0
6.079,-73.840,99.2
6.905,-73.115,148.8
6.788,-73.144,140.4
6.783,-73.135,145.0
6.781,-73.131,153.4
6.772,-73.191,142.3
6.860,-73.054,145.1
6.800,-73.146,142.5
6.821,-73.123,140.9
6.799,-73.123,152.9
6.774,-73.164,147.6
6.867,-73.170,145.6
6.763,-73.122,159.3
6.815,-73.161,143.8
6.779,-73.130,141.1
6.668,-73.041,148.9
6.807,-73.017,145.5
6.841,-73.152,144.8
6.841,-73.038,156.1
6.786,-72.992,146.7
6.778,-73.158,139.1
6.841,-73.407,125.6
7.453,-73.291,125.8
6.810,-73.139,146.3
6.788,-72.756,143.6
7.261,-73.369,27.4
6.769,-73.159,148.0
6.795,-73.155,146.3
6.807,-73.055,141.9
6.800,-73.147,151.6
6.806,-73.126,144.9
6.791,-73.097,139.3
6.634,-73.731,98.2
6.805,-73.123,140.5
6.026,-73.920,100.3
6.778,-73.158,143.9
7.003,-73.574,112.5
7.109,-73.237,124.1
6.747,-73.242,140.1
6.805,-73.165,144.3
6.829,-73.046,143.7
6.538,-73.556,112.6
6.889,-73.135,141.9
6.773,-73.107,144.6
6.749,-73.169,142.0
6.814,-73.165,147.8
6.779,-73.140,145.9
6.775,-73.130,144.0
6.786,-73.092,142.6
6.828,-73.399,111.6
6.803,-73.138,144.7
6.783,-73.080,148.6
6.800,-73.112,148.3
6.744,-73.145,142.7
6.653,-73.144,153.0
6.787,-73.116,147.9
6.916,-73.204,136.9
6.792,-73.086,134.1
6.783,-73.206,144.6
6.784,-73.161,143.5
6.822,-73.179,136.7
6.883,-73.020,140.5
6.722,-73.014,139.6
6.799,-73.176,145.5
6.775,-73.135,149.1
6.776,-73.149,138.0
6.760,-73.129,140.2
6.788,-73.200,136.6
6.806,-73.177,142.9
6.786,-73.128,147.0
6.813,-73.156,143.7
6.646,-73.179,144.0
6.801,-73.160,151.1
6.947,-73.500,116.7
6.805,-73.165,145.2
6.180,-73.586,115.5
6.846,-73.055,137.5
6.565,-73.114,166.4
6.800,-73.155,143.3
6.775,-73.076,144.0
6.727,-73.181,146.5
6.741,-73.215,152.1
6.773,-73.106,137.8
6.858,-73.373,114.1
6.775,-73.139,144.6
6.818,-73.134,146.7
6.763,-73.166,147.2
6.650,-73.143,154.4
6.788,-73.127,142.4
7.369,-73.219,130.1
6.802,-73.152,147.9
6.827,-73.122,145.2
6.757,-73.164,148.5
6.840,-73.157,146.7
6.915,-73.185,150.1
6.850,-73.088,149.3
7.331,-73.599,94.1
6.779,-73.120,149.2
6.776,-73.133,141.2
6.795,-73.104,144.0
7.282,-73.446,94.0
6.709,-73.206,145.1
6.711,-73.248,145.5
7.226,-73.424,117.0
6.778,-73.170,149.4
6.746,-74.040,28.7
6.322,-73.689,26.7
6.744,-73.172,148.0
6.352,-73.616,106.9
6.800,-73.150,140.4
6.710,-73.569,97.6
6.808,-73.152,142.6
6.728,-73.208,148.1
6.799,-73.124,151.8
6.785,-73.158,143.3
6.934,-73.497,30.1
6.740,-73.178,152.3
6.760,-73.193,154.1
6.792,-73.087,153.3
6.273,-73.758,99.2
6.821,-73.139,149.4
7.434,-73.186,134.5
6.817,-73.207,142.5
6.759,-73.210,149.8
6.583,-73.486,121.8
6.815,-73.123,143.7
6.816,-73.188,143.5
6.775,-73.117,144.0
6.843,-73.346,116.6
6.762,-73.153,153.9
6.777,-73.148,138.4
7.252,-73.842,25.1
6.821,-73.145,150.7
6.678,-73.228,152.2
6.238,-73.697,100.4
6.781,-73.114,143.5
6.766,-73.143,139.7
6.741,-73.082,154.0
6.782,-73.037,143.9
6.803,-73.133,139.7
6.734,-73.074,146.0
6.834,-73.196,142.0
6.785,-73.144,151.4
6.634,-73.188,146.0
6.831,-73.010,108.0
6.807,-73.090,152.6
6.736,-73.126,142.0
6.807,-73.135,147.2
6.770,-73.178,144.3
6.750,-73.129,148.0
6.818,-73.170,148.0
6.620,-73.587,98.7
6.753,-73.181,147.6
6.733,-73.172,148.3
6.731,-73.075,148.8
6.814,-73.149,139.7
6.728,-73.095,143.3
6.803,-73.179,146.8
6.756,-73.099,141.6
7.073,-73.207,131.8
6.808,-73.120,138.6
6.843,-73.250,144.7
6.785,-73.096,146.0
6.756,-73.078,141.6
6.778,-73.149,146.0
6.796,-73.095,146.0
6.840,-72.965,152.0
6.781,-73.113,140.7
6.740,-73.169,138.8
6.874,-72.717,128.8
6.814,-73.150,147.0
6.776,-73.102,144.7
6.811,-73.153,135.2
6.791,-72.997,134.0
6.697,-73.163,136.5
6.795,-73.082,141.9
6.565,-73.436,117.2
6.839,-73.029,140.7
6.837,-73.127,143.2
6.855,-73.144,141.2
6.784,-73.062,149.7
6.830,-73.153,149.5
7.093,-73.419,112.2
6.810,-73.177,147.5
6.814,-73.113,147.4
6.795,-73.018,145.9
6.799,-73.155,138.4
6.818,-73.130,141.1
6.787,-73.155,142.9
6.801,-73.157,144.7
6.745,-72.959,143.6
6.791,-72.992,141.2
6.780,-73.128,148.1
6.822,-72.972,143.3
6.827,-73.135,145.3
6.742,-73.116,146.0
6.589,-73.567,102.7
6.785,-73.172,150.3
6.336,-73.516,132.6
6.555,-73.619,109.2
6.808,-73.087,141.0
6.894,-73.166,131.7
6.039,-73.727,111.4
6.759,-73.147,144.0
6.761,-73.122,147.6
6.786,-73.151,148.2
6.784,-73.196,145.3
6.142,-73.813,95.5
6.814,-73.310,122.0
6.870,-73.297,126.4
6.816,-73.156,146.5
6.863,-73.259,121.1
6.824,-73.151,144.4
6.595,-73.440,112.0
6.707,-73.148,141.6
6.809,-73.162,146.5
6.671,-73.346,142.0
6.762,-73.169,151.0
6.771,-73.103,146.0
6.771,-73.083,142.0
6.802,-73.135,139.0
6.795,-73.187,137.7
6.743,-73.156,141.3
6.764,-73.121,148.0
6.433,-73.615,105.4
6.794,-73.203,145.2
6.770,-73.031,138.0
6.779,-73.121,140.7
6.707,-73.151,152.3
6.681,-73.195,138.0
6.771,-73.215,140.4
6.780,-73.153,146.9
6.803,-73.014,148.8
6.784,-73.116,145.1
6.028,-73.631,116.0
6.793,-73.116,151.0
6.773,-73.110,151.8
6.800,-72.927,131.5
6.787,-73.063,144.9
6.801,-73.163,144.0
7.455,-73.212,130.5
6.643,-73.252,144.3
6.451,-74.018,28.6
6.786,-73.126,145.9
6.775,-73.099,145.4
6.802,-73.160,138.6
6.305,-73.912,27.2
6.801,-73.170,140.7
6.690,-73.119,147.9
6.590,-73.265,147.0
6.590,-73.348,4.3
6.819,-73.160,147.1
6.773,-73.200,149.6
6.676,-73.356,147.6
6.745,-73.149,143.1
6.796,-73.130,147.7
7.333,-73.400,115.2
7.323,-73.452,113.2
6.683,-73.253,140.0
6.801,-73.169,138.5
6.773,-73.165,145.3
6.790,-73.104,142.9
6.814,-73.095,147.2
6.550,-73.504,115.6
6.559,-73.573,108.6
6.578,-73.592,107.7
6.825,-73.211,139.8
6.781,-73.144,143.4
6.799,-73.131,148.4
6.764,-73.107,150.0
6.807,-73.181,148.2
6.876,-73.106,147.6
6.828,-73.154,142.8
6.800,-73.056,148.6
6.697,-73.156,144.0
6.782,-73.099,150.9
6.829,-73.220,132.4
6.830,-73.096,144.0
6.811,-73.093,143.9
6.817,-73.150,146.4
6.774,-73.131,148.8
6.744,-73.119,147.8
7.008,-73.245,147.0
6.750,-73.120,146.8
6.805,-73.144,146.4
6.800,-73.144,152.7
6.532,-73.497,102.8
6.669,-73.002,120.0
6.786,-73.128,151.9
6.771,-73.126,148.9
6.811,-73.093,145.6
6.777,-73.084,140.6
6.768,-73.082,149.1
6.777,-73.093,146.0
6.773,-73.145,148.2
7.462,-73.249,134.1
6.852,-73.148,143.5
6.775,-73.108,148.0
6.770,-73.176,149.7
6.708,-73.162,140.5
6.718,-73.192,160.9
6.855,-73.082,137.2
7.234,-73.594,97.7
6.809,-73.189,143.8
6.786,-73.140,140.6
6.818,-73.150,145.8
6.841,-72.950,4.0
6.783,-73.235,143.3
6.804,-73.144,148.6
6.806,-73.159,144.2
6.278,-73.621,112.1
6.765,-73.133,137.2
6.713,-73.495,107.9
7.423,-73.188,123.3
6.123,-73.609,111.9
6.782,-73.095,144.7
6.756,-73.144,152.6
6.783,-73.138,140.0
6.805,-73.176,136.2
6.773,-73.072,137.5
6.791,-73.081,146.3
7.122,-73.153,132.6
6.785,-73.436,117.0
6.765,-73.116,142.0
6.528,-73.585,108.0
6.767,-73.147,147.2
6.836,-73.041,144.0
6.785,-73.084,145.5
6.773,-73.175,150.3
6.779,-73.161,144.2
6.804,-73.155,145.0
6.785,-73.109,145.2
6.812,-73.058,143.5
6.776,-73.190,141.4
6.817,-73.201,142.6
6.811,-73.164,144.9
6.079,-73.685,115.9
6.761,-73.150,147.8
6.071,-73.728,114.7
6.766,-73.200,141.3
6.861,-73.039,144.0
6.776,-73.127,143.3
6.784,-73.090,142.2
6.774,-73.144,144.6
6.550,-73.480,119.3
6.765,-73.117,159.4
6.809,-73.181,130.7
6.746,-73.035,137.1
6.882,-73.176,145.3
6.786,-73.130,143.7
6.786,-73.133,142.1
6.796,-73.136,150.6
7.162,-73.094,155.2
6.827,-73.138,146.1
6.783,-73.159,137.9
6.785,-73.048,140.0
6.776,-73.162,144.6
6.815,-73.132,152.1
6.339,-73.557,105.3
6.762,-73.079,141.1
6.726,-73.149,138.0
6.106,-73.708,102.0
6.706,-73.158,143.9
6.817,-73.164,144.0
6.750,-73.139,147.5
6.810,-73.085,139.2
6.775,-73.138,142.9
6.805,-73.144,140.4
6.585,-73.419,119.6
6.513,-73.731,102.0
6.796,-73.124,147.4
6.798,-73.050,144.9
7.425,-73.109,132.7
6.732,-73.149,148.6
6.904,-72.839,125.3
6.527,-72.940,126.0
6.776,-73.139,141.8
6.713,-73.143,142.6
6.795,-73.128,146.2
6.756,-73.153,157.1
6.802,-73.157,145.2
6.793,-73.044,141.9
6.787,-73.111,144.2
6.791,-73.171,141.9
6.768,-73.099,140.0
6.801,-72.955,143.7
6.759,-73.093,148.0
6.786,-73.150,148.5
6.737,-73.135,136.8
6.780,-73.116,145.8
6.830,-73.140,150.4
6.795,-73.151,141.7
6.726,-73.217,154.7
6.808,-73.094,140.0
6.955,-73.137,121.9
6.810,-73.144,141.7
6.837,-73.092,145.2
6.779,-73.197,149.4
6.757,-73.149,146.1
6.768,-73.122,148.0
6.796,-73.233,140.5
6.804,-73.160,148.3
6.775,-73.108,143.1
6.824,-73.155,141.2
6.666,-73.499,117.3
6.793,-73.107,140.6
7.397,-73.175,128.2
6.787,-73.134,148.7
6.835,-73.162,139.6
6.794,-73.107,143.9
6.771,-73.141,140.0
6.808,-73.141,150.3
6.775,-73.100,147.3
6.876,-73.396,108.0
6.778,-73.059,145.9
6.806,-73.142,146.1
6.759,-73.171,137.6
6.818,-73.105,147.9
6.786,-73.082,142.4
6.838,-73.118,151.8
6.412,-73.544,117.1
6.800,-73.126,149.3
6.806,-73.130,143.3
6.848,-72.985,137.3
6.858,-73.205,143.6
6.825,-73.117,143.3
6.749,-73.121,137.5
6.825,-73.102,145.5
6.802,-73.146,136.7
6.123,-73.994,26.7
6.778,-73.099,143.6
6.805,-73.099,149.9
6.781,-73.136,141.5
6.803,-73.125,142.6
6.758,-73.156,144.9
6.860,-73.011,137.5
6.735,-73.076,144.0
6.798,-73.151,149.8
5.821,-73.879,109.4
6.824,-73.164,134.5
6.778,-73.158,142.2
6.826,-73.161,144.2
6.856,-73.149,150.5
6.584,-73.286,137.8
6.746,-73.157,142.8
6.761,-73.100,133.4
6.743,-73.103,140.9
6.800,-73.135,144.0
6.812,-73.162,143.9
6.769,-73.187,136.7
6.831,-73.105,145.4
6.356,-73.970,84.0
6.777,-73.128,146.0
6.773,-73.128,146.6
6.822,-73.133,151.3
6.803,-73.153,148.0
6.800,-73.167,148.0
6.785,-73.166,144.9
6.832,-73.134,133.9
6.824,-73.208,135.8
5.965,-74.198,10.0
6.819,-73.275,141.6
7.359,-73.183,129.1
6.812,-73.093,148.0
7.380,-73.190,127.1
6.811,-73.107,149.1
6.273,-73.692,105.5
6.802,-73.171,142.0
6.801,-73.026,142.0
6.807,-73.144,143.5
6.806,-73.170,152.1
6.728,-73.142,152.4
6.814,-73.166,137.1
6.790,-73.133,149.6
6.769,-73.112,144.0
6.800,-73.134,142.9
6.733,-73.111,135.4
6.725,-73.136,148.0
6.809,-73.092,146.0
6.814,-73.116,136.9
6.785,-73.115,139.0
6.815,-73.092,148.5
6.797,-73.189,140.7
6.780,-73.155,148.3
6.720,-73.127,141.7
6.835,-73.097,147.4
6.681,-73.228,138.0
6.752,-73.090,143.2
6.903,-72.920,135.0
6.376,-73.639,105.8
6.822,-73.125,142.0
6.734,-73.135,146.3
6.810,-73.020,145.0
6.789,-73.109,151.4
6.807,-73.184,140.2
6.814,-73.173,142.8
6.886,-73.175,132.5
6.800,-73.145,145.4
6.523,-73.543,108.9
6.792,-73.169,150.1
5.978,-73.665,127.7
6.779,-73.139,145.9
6.822,-73.073,142.9
7.202,-73.248,126.2
6.768,-73.206,145.4
6.745,-73.191,143.2
6.647,-74.176,68.2
6.788,-73.148,145.0
7.469,-73.397,119.4
6.804,-73.146,144.0
6.543,-73.411,186.9
7.028,-73.136,145.7
6.678,-73.282,146.0
6.774,-73.156,148.0
6.553,-73.486,114.0
6.735,-73.186,142.8
6.837,-73.146,141.7
6.834,-73.186,156.1
6.745,-73.146,151.9
6.765,-72.943,120.2
6.780,-73.214,138.8
6.756,-73.187,146.8
6.856,-73.086,140.3
6.787,-73.145,152.0
6.835,-73.178,150.1
6.797,-73.195,146.8
6.820,-73.182,147.5
6.763,-73.175,149.7
6.838,-73.007,138.0
6.836,-73.155,142.9
6.726,-73.132,149.1
6.792,-73.123,142.4
6.763,-73.102,138.8
6.750,-73.152,145.9
6.797,-73.107,139.8
6.127,-73.553,122.0
6.763,-73.125,144.0
7.528,-73.140,5.3
6.747,-73.147,141.2
6.794,-73.169,135.9
5.819,-73.896,106.0
6.812,-73.147,150.0
6.804,-73.365,131.7
6.801,-73.135,145.6
6.812,-73.134,140.0
6.825,-73.141,147.8
6.787,-73.093,153.9
6.793,-73.109,138.8
6.814,-73.191,145.5
6.835,-73.152,143.2
6.777,-73.093,150.8
6.795,-73.080,148.2
6.744,-73.131,150.0
7.113,-73.404,99.8
6.646,-73.698,92.2
6.096,-73.726,108.3
6.925,-73.108,144.0
6.781,-73.118,142.4
6.769,-73.104,139.7
6.760,-73.173,147.5
6.766,-73.132,150.2
6.733,-73.184,146.6
6.773,-73.062,146.1
6.778,-73.152,147.1
6.750,-73.136,145.7
6.822,-73.121,145.5
6.818,-73.423,114.2
6.892,-72.943,141.5
6.764,-73.122,140.1
6.790,-73.144,141.9
6.818,-73.159,147.9
6.793,-73.404,118.0
5.946,-73.627,120.0
6.822,-73.140,147.5
6.795,-73.196,137.4
6.795,-73.131,150.8
7.100,-73.171,140.1
6.807,-73.133,143.6
6.810,-73.146,139.8
6.790,-73.140,138.2
6.808,-73.044,150.0
6.811,-73.112,145.7
6.771,-73.146,145.4
6.841,-73.157,144.0
6.768,-73.180,147.2
6.839,-73.041,152.6
6.735,-73.189,156.0
6.778,-73.162,144.1
6.818,-73.107,146.1
6.773,-73.086,151.3
6.744,-73.175,148.8
6.748,-73.150,129.6
6.754,-73.159,138.6
6.756,-73.143,136.4
6.813,-73.162,149.1
6.769,-73.119,150.0
6.784,-73.100,148.9
6.699,-73.200,145.8
6.788,-73.146,147.2
6.499,-73.534,112.3
6.833,-73.147,146.2
6.775,-73.124,138.2
6.882,-73.300,128.9
6.771,-73.052,135.3
7.381,-73.184,132.7
6.778,-73.145,149.0
6.836,-73.138,144.3
6.738,-73.820,86.0
6.759,-73.110,140.0
6.741,-73.131,142.0
6.787,-73.107,154.7
6.780,-73.122,140.0
6.748,-73.127,142.0
6.248,-73.728,102.0
6.747,-73.236,150.3
6.826,-73.187,141.8
6.772,-73.127,148.2
6.814,-73.373,122.7
6.461,-73.817,166.0
6.826,-73.183,138.2
6.788,-73.126,142.4
6.800,-73.204,134.0
6.759,-73.129,150.1
6.795,-73.096,144.1
6.713,-73.165,150.8
6.807,-73.134,146.6
6.853,-73.138,144.9
6.765,-73.128,151.2
7.370,-74.100,0.0
6.759,-73.141,147.0
6.891,-73.147,118.8
6.812,-73.135,152.6
6.782,-73.144,138.8
6.841,-73.160,140.8
6.809,-73.124,145.2
6.771,-73.119,148.3
6.767,-73.110,145.0
6.779,-73.160,139.2
6.825,-73.283,122.9
6.607,-73.127,153.5
7.418,-73.442,105.2
6.024,-73.856,40.0
6.330,-73.569,118.1
6.757,-73.176,149.2
5.912,-73.666,118.1
6.801,-73.107,146.0
6.812,-73.145,142.7
6.802,-73.159,146.0
6.781,-73.138,146.7
6.816,-73.123,142.5
6.783,-73.128,150.5
6.802,-73.036,147.8
6.810,-73.109,139.8
6.774,-73.138,149.4
6.776,-73.165,150.5
6.821,-73.138,150.9
6.780,-73.180,136.0
6.821,-73.137,146.7
6.833,-73.130,150.6
6.808,-73.127,148.2
6.754,-73.160,145.4
6.750,-73.155,145.5
6.764,-73.237,115.7
6.797,-73.111,153.2
6.815,-73.159,147.8
6.786,-73.133,137.7
6.783,-73.149,147.9
6.501,-73.751,16.0
7.402,-72.812,4.0
6.767,-73.078,145.8
6.751,-73.161,154.3
6.811,-73.102,139.0
6.709,-73.785,10.0
6.070,-73.707,113.4
6.762,-73.153,147.0
6.764,-73.132,148.6
6.472,-73.683,104.0
6.800,-73.155,148.1
6.769,-73.151,142.1
6.762,-73.190,154.5
6.803,-73.438,132.3
6.827,-73.139,140.0
6.388,-73.628,107.2
6.819,-73.179,134.7
6.809,-73.170,146.0
6.776,-73.124,147.1
7.455,-73.221,132.0
6.714,-73.152,145.6
6.788,-73.175,148.2
6.810,-73.206,143.2
6.787,-73.159,139.6
6.586,-73.626,113.0
6.757,-73.119,142.7
6.817,-73.166,141.5
6.743,-73.114,144.8
6.759,-73.103,140.1
6.773,-73.092,145.9
6.732,-73.135,138.9
6.808,-73.172,143.3
6.827,-73.088,142.4
6.782,-73.159,146.5
6.818,-73.165,146.8
6.790,-73.147,152.7
6.783,-73.040,147.7
6.844,-72.990,135.5
6.839,-73.351,116.0
5.995,-73.675,115.3
6.773,-73.150,143.4
6.178,-73.683,110.6
6.804,-73.128,149.8
6.531,-73.464,115.2
6.683,-73.177,150.8
7.550,-73.070,149.4
6.801,-73.165,147.6
6.990,-73.138,155.6
6.841,-73.147,147.7
6.773,-73.067,143.1
6.802,-73.113,141.3
6.826,-73.140,147.0
6.760,-73.170,139.6
6.774,-73.180,157.6
6.801,-73.201,147.3
6.758,-73.182,147.7
6.839,-73.040,153.8
6.814,-73.144,149.5
6.868,-73.489,110.0
6.812,-73.105,148.9
6.749,-73.124,140.9
6.636,-73.198,146.6
6.796,-73.132,144.8
6.770,-73.176,143.6
6.959,-73.583,129.9
6.792,-73.145,147.6
6.559,-73.591,109.5
6.771,-73.129,145.0
7.186,-73.270,124.0
6.820,-73.098,154.5
6.758,-73.187,136.8
6.132,-73.716,101.8
6.790,-73.161,137.5
6.549,-73.569,107.6
6.778,-73.154,140.2
5.955,-74.167,73.8
7.534,-73.210,127.7
7.394,-73.205,132.3
6.810,-73.133,152.4
6.824,-73.183,148.4
7.433,-73.387,116.1
6.786,-73.159,151.8
6.718,-73.190,150.6
6.815,-73.141,150.6
6.795,-73.101,139.8
6.842,-73.032,134.3
6.762,-73.123,152.0
6.788,-73.186,144.3
6.749,-73.183,144.8
6.750,-73.211,150.0
6.789,-73.385,121.6
6.721,-73.138,148.7
6.734,-73.289,121.7
6.334,-73.868,27.7
6.777,-73.220,152.7
6.785,-73.187,140.1
6.808,-73.130,138.2
6.015,-73.748,115.2
6.775,-73.085,149.8
6.776,-73.114,147.0
6.808,-73.121,146.1
6.829,-73.182,140.1
6.173,-73.942,6.8
6.745,-73.126,142.1
6.824,-73.191,141.2
6.833,-73.113,150.9
6.827,-73.395,115.4
6.803,-73.046,142.5
6.808,-73.161,145.9
6.547,-73.230,145.9
6.777,-73.139,142.1
6.824,-73.133,142.2
6.827,-73.150,144.0
6.763,-73.089,140.5
6.779,-73.166,146.2
6.548,-73.305,17.7
7.203,-73.077,153.7
6.815,-73.149,140.2
6.775,-73.138,142.7
6.821,-73.121,142.2
6.793,-73.185,152.0
6.768,-73.153,148.5
6.812,-73.158,138.9
6.778,-73.156,147.6
6.585,-73.442,113.8
6.821,-73.165,144.0
6.833,-73.176,143.7
6.798,-73.156,147.7
6.771,-73.113,140.1
6.818,-73.625,101.7
6.811,-73.148,149.1
6.769,-73.089,148.3
6.682,-73.162,151.9
6.825,-73.158,138.5
6.755,-73.038,146.1
6.295,-73.565,117.4
6.314,-73.606,104.0
6.812,-73.170,144.0
6.813,-73.160,141.1
6.806,-73.153,143.5
6.801,-73.114,147.5
6.700,-73.190,144.9
6.802,-73.150,142.2
6.793,-73.104,142.8
6.394,-73.607,108.8
6.766,-73.147,138.0
6.802,-73.162,154.2
6.768,-73.104,149.8
6.532,-73.538,109.6
6.819,-73.215,143.0
6.780,-73.195,137.0
6.751,-73.160,154.8
6.428,-73.234,158.9
7.362,-73.181,130.4
7.448,-73.159,138.5
6.714,-73.247,146.6
6.791,-73.126,152.4
6.713,-73.099,144.8
6.792,-73.155,142.0
6.827,-73.169,153.8
6.796,-73.025,142.9
6.849,-73.161,149.7
5.776,-73.923,110.1
6.752,-73.060,150.0
6.856,-73.064,149.0
6.774,-73.135,144.0
6.871,-73.247,128.3
5.944,-73.748,107.8
6.802,-73.160,149.1
6.824,-73.129,144.2
6.760,-73.168,140.0
6.814,-73.136,144.1
5.946,-73.772,112.9
6.791,-73.137,143.5
6.644,-73.214,143.8
6.741,-73.172,146.1
6.792,-73.145,146.8
6.819,-73.056,142.7
6.678,-73.223,147.1
7.536,-73.123,154.0
6.795,-73.181,136.2
6.831,-73.188,150.2
6.783,-73.156,145.5
6.783,-73.026,147.9
6.742,-73.033,144.0
7.216,-73.336,121.2
6.549,-73.564,112.7
6.792,-73.143,151.1
6.796,-73.165,142.0
6.751,-73.159,146.0
6.293,-73.692,99.3
6.779,-73.157,149.0
6.789,-73.092,138.0
6.845,-73.080,138.6
5.815,-73.736,114.7
6.041,-73.662,113.9
5.939,-73.581,125.4
6.794,-73.130,143.7
6.821,-73.139,144.0
6.788,-73.139,148.4
6.733,-73.167,150.7
6.783,-73.107,143.5
6.798,-73.001,128.4
6.161,-73.696,105.9
6.850,-73.052,129.7
6.766,-73.158,144.4
6.759,-73.134,155.6
6.837,-73.071,149.0
6.816,-72.976,141.4
6.799,-73.001,145.3
6.836,-73.151,150.5
6.794,-73.136,146.8
6.819,-73.186,136.6
6.767,-73.079,144.9
6.851,-73.150,151.3
6.800,-73.146,149.9
6.812,-73.092,143.9
6.798,-73.179,146.0
6.747,-72.964,154.2
7.474,-73.226,132.9
6.748,-73.161,148.6
6.821,-73.334,122.5
6.812,-73.159,147.2
6.805,-73.107,146.7
6.780,-73.138,144.0
6.709,-73.205,163.1
6.731,-73.061,143.3
6.669,-73.128,178.7
6.829,-73.171,142.8
6.727,-73.283,141.1
6.759,-73.136,148.0
6.808,-73.159,141.6
6.819,-73.031,149.6
6.839,-73.191,145.3
6.781,-73.128,141.7
6.731,-73.172,151.1
6.792,-73.125,146.0
6.787,-73.131,155.2
6.855,-73.127,149.7
6.898,-73.106,155.8
6.769,-73.147,143.4
6.821,-73.152,157.4
6.802,-73.188,153.5
6.798,-73.139,151.6
6.792,-73.156,136.0
6.697,-73.162,141.8
6.778,-73.148,137.1
6.746,-73.158,150.1
6.774,-73.109,144.0
6.777,-73.058,147.1
6.809,-73.117,147.6
