Latitud,Longitud
6.820,-73.326
6.844,-73.084
6.797,-73.176
6.402,-73.678
6.763,-73.152
6.813,-73.417
6.741,-73.110
6.801,-73.091
6.554,-73.135
6.750,-73.082
6.819,-73.153
6.902,-73.254
6.756,-73.093
6.773,-73.177
6.815,-73.163
6.789,-73.141
6.837,-73.143
6.764,-73.087
6.805,-73.155
6.921,-73.244
5.858,-73.757
6.757,-73.030
6.819,-73.150
6.842,-73.157
6.673,-73.356
6.762,-73.100
6.808,-73.145
6.895,-73.089
6.804,-73.094
6.817,-73.143
6.786,-73.056
6.798,-73.148
6.785,-73.100
6.733,-73.153
6.805,-73.164
6.768,-73.174
6.803,-73.168
6.778,-73.119
6.804,-73.170
6.759,-73.145
6.787,-73.171
6.763,-73.135
6.728,-73.650
6.805,-73.187
6.761,-73.141
6.739,-73.141
6.796,-73.044
6.788,-73.156
6.774,-73.152
6.807,-73.159
6.837,-73.336
6.782,-73.142
6.848,-73.232
6.863,-73.212
6.893,-73.296
6.763,-72.936
6.825,-73.031
6.726,-73.563
6.792,-73.070
6.410,-73.682
6.832,-73.207
6.833,-73.074
6.865,-73.168
6.786,-73.169
6.812,-73.151
6.781,-73.139
6.795,-73.057
6.761,-73.095
6.804,-73.121
6.869,-73.024
6.782,-73.153
6.770,-73.142
6.907,-72.951
6.809,-73.107
6.775,-73.120
6.788,-73.140
6.586,-73.579
6.755,-73.189
6.787,-73.160
6.774,-73.116
6.792,-73.143
6.790,-73.095
6.756,-73.160
6.793,-73.183
6.796,-73.109
6.297,-73.520
6.778,-73.088
6.790,-73.149
6.821,-73.148
6.461,-73.771
6.832,-73.196
6.783,-73.125
6.733,-73.120
6.782,-73.198
6.744,-73.173
6.823,-73.148
6.800,-73.162
6.764,-73.128
6.821,-73.103
6.792,-73.172
6.791,-73.167
6.379,-73.753
6.765,-73.378
6.812,-73.151
6.494,-73.591
6.802,-73.036
6.814,-73.143
6.794,-73.093
6.768,-73.151
6.769,-73.143
6.824,-73.172
6.788,-73.129
6.970,-72.911
6.773,-73.169
6.862,-73.359
6.845,-73.045
6.705,-73.033
6.740,-73.166
6.492,-73.587
5.951,-73.704
6.784,-73.175
6.773,-73.139
6.761,-73.398
6.772,-73.102
6.749,-73.140
6.799,-73.162
6.782,-73.119
6.782,-73.189
6.811,-73.150
6.782,-73.156
6.825,-73.151
6.878,-73.135
6.822,-73.173
6.782,-73.118
6.771,-73.133
6.722,-73.183
6.813,-73.154
6.730,-73.100
6.519,-73.574
6.795,-73.136
6.701,-73.275
6.791,-73.133
6.435,-73.865
6.762,-73.075
6.793,-73.120
6.782,-73.158
6.761,-73.152
6.764,-73.149
6.764,-73.173
6.801,-73.134
6.819,-73.133
6.816,-73.145
6.748,-73.180
6.788,-73.168
6.788,-73.155
7.006,-72.993
6.797,-73.054
6.767,-73.020
6.804,-73.159
6.807,-73.144
6.821,-73.131
6.795,-73.148
6.818,-73.172
6.769,-73.128
6.851,-73.129
6.784,-73.091
6.026,-73.691
6.773,-73.134
6.799,-73.184
6.804,-73.159
6.709,-73.196
6.789,-73.140
6.794,-73.158
6.876,-73.182
6.714,-73.203
6.807,-73.127
6.818,-73.135
6.824,-73.102
6.793,-73.195
6.777,-73.118
6.785,-73.161
6.708,-73.214
6.810,-73.090
6.649,-73.468
6.843,-73.192
6.837,-73.136
6.768,-73.155
6.822,-73.051
6.900,-73.203
6.814,-73.081
6.816,-73.154
6.785,-73.149
6.792,-73.129
6.791,-73.083
6.799,-73.125
6.764,-73.116
6.784,-73.114
6.728,-73.174
6.785,-73.038
6.823,-73.160
6.805,-73.123
6.874,-73.360
6.801,-73.161
5.744,-73.884
6.894,-73.102
5.965,-73.699
6.673,-73.253
6.812,-72.734
6.760,-73.172
6.794,-73.052
6.329,-73.571
6.910,-73.374
6.600,-73.579
6.169,-73.850
6.731,-73.145
6.735,-73.999
6.840,-73.178
6.808,-73.107
6.724,-73.031
6.788,-73.114
6.780,-73.144
6.810,-72.989
6.634,-73.554
6.767,-73.151
6.737,-73.164
6.785,-73.124
7.146,-74.078
6.797,-73.162
6.323,-73.564
6.774,-73.126
6.821,-73.099
6.782,-73.146
6.802,-72.896
7.476,-73.190
6.841,-73.116
6.767,-73.157
6.747,-73.128
6.799,-73.037
6.726,-73.293
6.817,-73.162
6.586,-73.302
6.779,-73.154
6.825,-73.010
6.759,-73.067
6.813,-73.112
6.709,-73.097
6.784,-73.116
6.651,-73.144
6.609,-74.026
6.822,-73.195
6.798,-73.211
6.825,-73.133
6.811,-73.122
6.863,-73.289
6.787,-73.159
6.448,-73.613
6.753,-73.128
6.726,-73.150
6.731,-73.154
6.811,-73.116
7.306,-73.360
6.408,-73.707
6.744,-72.961
6.800,-73.080
6.749,-73.084
6.765,-73.130
6.716,-73.123
6.806,-73.157
6.779,-73.149
6.756,-73.190
6.747,-73.078
6.562,-73.510
6.760,-73.106
6.768,-73.096
6.801,-73.181
6.819,-73.151
6.760,-73.169
6.772,-73.129
6.818,-73.162
6.328,-73.763
6.677,-73.176
6.848,-73.102
5.849,-73.862
6.787,-73.152
6.819,-73.094
6.777,-73.125
6.352,-73.657
6.786,-73.176
6.855,-73.135
6.777,-73.180
5.839,-73.673
6.853,-73.282
6.776,-73.155
5.913,-73.603
6.763,-73.212
6.807,-73.211
6.744,-73.096
6.778,-73.157
6.847,-73.133
6.765,-73.204
6.778,-73.109
6.767,-73.066
6.798,-73.056
6.791,-73.126
6.821,-73.126
6.821,-73.055
6.858,-73.137
6.804,-73.115
6.774,-73.125
5.937,-74.204
6.777,-73.124
6.326,-73.510
6.780,-73.145
6.764,-73.150
6.706,-73.210
6.723,-72.913
6.822,-73.105
6.822,-73.182
6.769,-73.136
6.718,-73.144
6.777,-73.151
6.777,-73.136
6.693,-73.118
6.751,-73.185
7.224,-73.118
6.784,-73.105
5.896,-73.795
6.759,-73.181
7.448,-73.159
6.791,-73.161
6.775,-73.179
6.796,-72.953
7.373,-73.138
6.806,-73.187
5.815,-73.685
6.807,-73.124
6.763,-73.086
6.825,-73.161
6.780,-73.056
6.824,-73.118
6.784,-73.069
6.812,-73.139
6.741,-73.166
6.789,-73.136
6.804,-73.109
6.781,-73.144
6.827,-73.100
6.661,-73.224
6.807,-73.161
6.763,-73.168
6.802,-73.134
6.662,-73.260
6.986,-73.436
6.765,-73.114
6.802,-73.142
6.744,-73.125
6.770,-73.024
5.923,-73.751
6.821,-73.135
6.717,-73.124
6.813,-73.095
6.878,-73.324
6.737,-73.133
6.733,-73.136
6.763,-73.111
6.784,-73.148
6.105,-73.558
6.834,-72.980
6.802,-73.151
6.735,-73.205
7.315,-73.425
6.797,-73.070
6.715,-73.178
6.757,-73.122
6.725,-72.989
6.809,-73.114
6.837,-73.471
6.796,-73.135
6.803,-73.099
6.788,-73.053
6.766,-73.141
6.861,-73.337
6.757,-73.175
6.805,-73.142
6.797,-73.115
6.755,-73.102
6.750,-73.170
6.793,-73.112
6.830,-73.141
6.765,-73.023
6.490,-73.527
5.961,-73.766
6.717,-73.187
6.631,-73.175
6.804,-73.151
6.748,-73.202
6.694,-73.490
6.784,-73.166
6.770,-73.135
6.832,-73.081
6.826,-73.168
6.879,-73.079
6.770,-73.142
6.810,-73.134
6.782,-73.090
6.798,-73.052
6.802,-73.044
6.769,-73.139
6.803,-73.126
6.800,-73.071
6.819,-73.148
7.427,-73.192
6.753,-73.117
6.805,-73.133
6.813,-73.104
6.770,-73.163
6.758,-73.168
6.814,-73.170
6.803,-73.125
6.797,-73.129
6.800,-73.188
6.737,-73.163
6.774,-73.142
6.805,-73.135
6.767,-73.134
6.760,-73.144
6.759,-73.110
6.783,-73.013
6.682,-73.602
6.763,-73.127
6.783,-73.104
6.543,-72.959
6.716,-73.103
6.769,-73.140
6.779,-73.141
6.801,-73.152
6.721,-72.907
6.831,-73.121
6.797,-73.166
6.811,-73.172
6.742,-73.149
7.428,-73.333
6.789,-73.126
6.763,-73.174
6.864,-73.305
6.823,-73.165
6.770,-73.147
6.784,-73.026
6.766,-73.095
6.818,-73.131
7.168,-73.072
6.767,-73.139
6.802,-73.176
6.801,-73.074
6.734,-73.196
6.835,-73.305
6.796,-73.062
6.852,-73.119
6.775,-73.138
7.048,-73.320
6.783,-73.177
6.816,-73.097
6.768,-73.103
6.765,-73.174
6.741,-73.118
6.810,-73.152
6.801,-73.126
6.750,-73.125
6.784,-73.109
6.823,-73.148
6.791,-73.089
6.783,-73.170
6.812,-73.142
6.809,-73.151
6.794,-73.146
6.806,-73.148
6.658,-73.163
6.747,-73.155
6.544,-73.518
6.801,-73.180
6.773,-73.372
6.774,-73.114
6.774,-73.133
6.856,-73.119
6.849,-73.125
6.694,-73.235
6.281,-73.634
6.148,-73.290
6.782,-73.134
6.790,-73.127
6.617,-73.424
6.691,-73.188
6.729,-73.193
6.770,-73.544
6.778,-73.102
6.764,-73.120
6.816,-73.144
6.796,-73.127
6.813,-73.195
6.800,-73.143
6.884,-73.017
6.768,-73.124
6.853,-73.315
6.039,-73.645
5.749,-73.926
6.776,-73.160
6.824,-73.130
6.795,-73.068
6.806,-73.068
6.789,-73.108
6.744,-73.167
6.795,-73.043
6.695,-73.206
6.821,-72.869
6.796,-73.150
6.808,-73.006
6.796,-73.153
6.270,-73.653
6.820,-73.052
6.815,-73.097
6.797,-73.142
6.775,-73.166
6.771,-73.130
6.777,-73.126
6.839,-72.918
6.763,-73.159
6.843,-73.134
6.792,-73.145
6.807,-73.146
6.767,-73.148
6.794,-73.158
6.718,-73.185
6.752,-73.492
6.834,-73.140
6.745,-73.391
6.863,-72.950
6.275,-73.836
6.781,-73.113
6.786,-73.095
6.708,-73.163
6.771,-73.168
6.625,-73.157
6.755,-73.163
6.841,-73.090
6.007,-74.086
6.530,-73.484
6.705,-73.046
6.840,-73.292
6.735,-73.203
6.797,-73.140
6.787,-73.113
6.825,-73.151
6.646,-73.647
6.604,-73.668
6.808,-73.139
6.774,-73.097
7.260,-73.712
6.825,-73.147
7.403,-73.174
6.832,-73.136
6.797,-73.031
6.772,-73.110
6.049,-73.763
6.823,-73.167
6.158,-73.760
6.813,-73.153
6.765,-73.080
6.822,-73.119
6.778,-73.139
6.819,-73.136
6.763,-73.106
6.808,-73.172
6.826,-73.118
6.759,-73.161
6.805,-73.123
6.701,-73.110
6.571,-73.428
6.813,-73.111
6.752,-73.154
6.808,-73.150
6.820,-73.140
6.036,-73.675
6.795,-73.077
7.432,-73.574
6.895,-72.877
6.324,-73.933
6.813,-73.153
6.804,-73.151
6.837,-73.131
6.781,-73.121
6.792,-73.186
6.815,-73.126
6.814,-73.112
6.763,-73.178
6.766,-73.153
6.793,-73.142
6.718,-73.154
6.819,-73.204
6.753,-73.120
6.738,-73.172
6.752,-73.173
6.849,-73.151
6.818,-73.074
6.806,-73.142
6.778,-73.076
6.697,-73.244
6.812,-73.142
6.788,-73.154
6.814,-73.162
6.768,-73.154
6.793,-73.147
6.763,-73.135
6.793,-73.174
6.862,-73.067
6.815,-73.150
6.881,-73.308
6.835,-73.097
6.573,-73.592
6.727,-73.587
6.787,-73.144
6.815,-73.116
6.763,-73.151
6.761,-73.212
6.779,-73.147
6.573,-73.573
6.844,-73.085
5.938,-73.781
6.746,-73.191
6.768,-73.159
7.385,-73.238
6.826,-73.174
6.807,-73.052
6.805,-73.140
6.048,-73.868
6.815,-73.101
6.735,-73.065
6.776,-73.139
6.760,-73.134
6.771,-73.048
6.856,-73.103
6.758,-73.174
6.777,-73.139
6.811,-73.097
6.692,-73.241
6.723,-73.215
6.744,-73.137
6.763,-73.149
6.801,-73.049
6.830,-73.129
6.793,-73.122
7.540,-72.960
6.765,-73.152
6.742,-73.145
6.797,-73.149
6.812,-72.994
6.764,-73.148
6.770,-73.148
6.634,-73.617
6.808,-73.158
6.798,-73.135
6.780,-73.142
6.005,-74.172
6.742,-73.104
6.910,-73.128
6.772,-73.124
6.684,-73.243
6.806,-73.157
6.740,-73.180
6.735,-73.125
6.778,-73.188
6.784,-73.137
6.767,-73.119
6.791,-73.108
6.819,-73.152
6.820,-73.151
6.786,-73.136
6.809,-73.034
6.764,-73.146
6.810,-73.163
6.778,-73.142
6.777,-73.067
6.805,-73.181
6.789,-73.141
6.800,-73.114
6.773,-73.092
6.698,-73.090
6.811,-72.950
6.783,-73.131
6.798,-73.050
6.761,-73.138
6.801,-73.139
6.797,-73.147
6.764,-73.104
6.841,-73.226
6.573,-73.043
6.798,-73.121
6.824,-73.123
6.513,-73.573
6.759,-73.153
6.716,-73.496
6.776,-73.183
6.783,-72.998
6.748,-73.191
6.756,-73.155
7.346,-73.506
6.743,-73.148
6.698,-73.192
6.829,-73.056
6.810,-73.206
6.806,-73.144
6.783,-73.167
6.831,-73.050
6.817,-73.124
6.784,-73.139
6.781,-73.119
6.738,-73.165
6.806,-73.152
6.730,-73.148
6.798,-73.138
6.808,-73.152
6.815,-73.105
6.803,-73.197
6.736,-73.264
6.836,-73.193
6.707,-73.098
6.749,-73.141
6.446,-73.785
6.793,-73.205
6.784,-73.158
6.759,-73.105
6.795,-73.154
6.818,-73.109
6.762,-73.396
6.649,-73.401
6.788,-73.162
6.824,-74.012
6.748,-72.946
6.783,-73.167
6.773,-73.186
6.810,-73.140
5.797,-73.919
6.783,-73.145
6.804,-73.164
6.751,-73.138
6.783,-73.144
6.404,-73.669
6.807,-73.163
6.816,-73.119
7.430,-73.157
6.748,-73.133
6.741,-73.155
6.776,-73.108
6.804,-73.195
6.175,-73.657
7.059,-73.214
6.765,-73.164
6.804,-73.171
6.772,-73.127
6.822,-73.090
7.281,-74.015
6.999,-72.959
6.816,-73.151
6.779,-73.151
6.798,-73.187
6.732,-73.167
6.761,-73.109
6.748,-73.070
6.789,-73.148
6.819,-73.170
6.799,-73.147
6.841,-73.194
6.573,-73.501
6.792,-73.165
6.714,-73.182
6.780,-73.133
6.688,-73.257
7.414,-73.198
6.806,-73.134
6.789,-73.101
6.809,-73.116
6.783,-73.187
6.743,-73.184
6.818,-73.159
6.714,-73.488
6.798,-73.125
6.765,-73.144
6.824,-73.154
6.791,-73.210
6.807,-73.152
6.845,-72.994
6.457,-73.726
6.775,-73.115
6.004,-73.819
6.772,-73.174
6.789,-73.073
6.767,-73.144
6.777,-73.093
6.772,-73.054
6.885,-73.091
5.861,-73.969
6.779,-73.118
6.746,-73.100
6.787,-73.075
6.733,-73.211
6.824,-73.133
6.794,-73.166
6.757,-73.101
6.812,-73.167
6.879,-73.365
6.788,-73.149
6.725,-73.147
6.755,-73.179
6.764,-73.174
6.759,-73.121
6.799,-73.131
6.782,-73.062
6.790,-73.148
6.531,-73.437
6.164,-73.740
7.451,-73.174
6.782,-73.152
6.839,-73.183
6.739,-73.143
6.737,-73.226
6.786,-73.086
6.732,-73.192
6.786,-73.189
6.793,-73.155
6.040,-74.189
6.025,-73.723
6.805,-73.177
6.800,-73.142
6.805,-73.149
6.643,-73.458
6.764,-73.079
6.778,-73.096
6.830,-73.123
6.768,-73.155
6.543,-73.579
7.458,-73.199
6.821,-73.139
6.832,-72.982
5.769,-73.910
6.784,-73.091
6.811,-73.120
6.294,-73.548
6.314,-73.586
6.722,-73.151
6.166,-73.684
6.781,-73.152
6.792,-73.153
7.213,-73.584
6.780,-73.119
6.752,-73.109
6.872,-73.146
6.824,-73.123
6.799,-73.150
6.826,-73.238
6.805,-73.165
6.809,-73.379
6.787,-73.157
6.777,-73.172
6.038,-73.678
6.781,-73.120
6.801,-73.106
6.505,-73.492
6.771,-73.144
6.829,-73.148
5.910,-73.992
6.817,-73.149
6.744,-73.147
6.738,-73.088
6.576,-73.342
6.620,-73.109
6.824,-73.040
6.787,-73.137
6.781,-73.084
6.815,-73.162
6.808,-73.123
6.803,-73.128
6.751,-73.146
6.800,-73.161
6.783,-73.189
6.784,-73.174
6.786,-73.200
6.786,-73.147
6.728,-73.190
6.738,-73.219
6.805,-73.155
6.766,-73.125
6.795,-73.132
6.774,-73.192
6.806,-73.149
6.774,-73.132
6.747,-73.082
6.781,-73.174
6.802,-73.168
6.348,-73.690
6.750,-73.147
7.569,-73.190
6.765,-73.056
6.791,-73.122
6.793,-73.165
6.779,-73.055
6.777,-73.179
6.840,-73.300
6.004,-73.780
6.510,-73.537
6.780,-73.094
6.799,-73.103
6.717,-73.166
7.395,-73.181
6.758,-73.153
6.739,-73.613
6.789,-73.039
6.769,-73.165
6.696,-73.257
6.778,-73.101
6.795,-73.140
6.686,-73.176
6.824,-73.185
6.561,-73.189
6.909,-72.898
6.793,-73.129
6.821,-73.134
6.151,-73.796
6.707,-73.182
6.800,-73.098
6.742,-73.200
6.785,-73.081
6.789,-73.165
6.754,-73.177
6.681,-73.187
6.798,-73.172
6.801,-73.137
6.846,-73.188
6.816,-73.191
6.832,-73.132
6.802,-73.137
6.784,-73.112
6.787,-73.131
6.787,-73.077
6.198,-73.745
6.820,-73.124
6.842,-73.147
6.795,-73.120
6.833,-73.124
6.840,-73.094
6.344,-73.648
6.744,-73.197
6.810,-73.137
6.630,-73.586
6.732,-73.087
6.825,-73.136
6.831,-73.208
6.800,-73.109
6.816,-73.106
6.793,-73.089
6.734,-73.047
7.141,-73.357
7.534,-73.622
6.789,-73.142
7.443,-73.181
6.855,-73.140
6.806,-73.121
6.783,-73.194
6.748,-73.162
6.798,-73.137
6.814,-73.133
6.794,-73.160
6.851,-73.103
6.829,-73.015
6.770,-73.179
6.746,-73.169
6.730,-73.217
6.773,-73.154
6.815,-73.161
6.761,-73.070
6.840,-73.177
6.749,-73.177
6.773,-73.141
6.795,-73.027
7.376,-73.194
6.739,-73.191
6.820,-73.149
6.788,-73.140
6.781,-73.131
6.690,-73.096
6.820,-73.030
6.779,-73.155
6.310,-73.585
6.833,-73.158
6.798,-73.162
6.029,-74.120
6.813,-73.033
6.773,-73.084
6.801,-73.147
6.772,-73.161
6.837,-73.201
6.807,-73.158
6.138,-73.680
6.820,-73.047
6.851,-73.097
6.774,-73.146
6.956,-73.395
6.767,-73.198
6.802,-73.136
6.800,-73.153
6.758,-73.152
5.923,-73.752
6.741,-73.130
6.820,-73.155
6.706,-73.118
6.532,-73.784
6.793,-73.172
6.802,-73.149
6.808,-73.098
6.786,-73.139
6.780,-73.097
6.795,-73.196
6.855,-73.163
6.631,-73.687
6.813,-72.963
6.809,-73.152
6.743,-73.151
6.793,-73.137
6.752,-73.062
6.754,-73.074
6.763,-73.134
5.754,-74.027
6.820,-73.145
6.622,-72.877
6.791,-73.194
6.716,-73.097
6.762,-73.161
6.799,-73.166
5.990,-73.739
6.769,-73.034
7.195,-74.076
6.903,-73.483
6.816,-73.103
6.725,-73.147
6.763,-73.094
6.750,-73.190
6.789,-73.100
6.801,-73.164
6.811,-73.106
6.774,-73.116
6.794,-73.112
6.540,-73.470
6.745,-73.190
6.679,-73.122
6.798,-73.111
6.848,-73.151
6.763,-73.129
6.820,-73.137
6.819,-73.128
6.810,-73.193
6.677,-73.245
6.824,-73.132
6.784,-73.183
6.769,-73.151
6.761,-73.150
6.798,-73.141
6.750,-73.155
7.410,-73.187
6.783,-73.166
6.710,-73.223
6.785,-73.098
6.813,-73.157
6.591,-73.729
6.842,-73.111
6.655,-73.625
6.777,-73.150
6.812,-73.144
6.771,-73.123
6.755,-73.128
6.854,-73.187
6.263,-73.630
5.938,-73.677
6.805,-73.134
6.719,-73.028
6.780,-73.124
6.301,-73.658
6.797,-73.099
6.790,-73.174
6.802,-73.159
6.808,-73.127
6.798,-73.036
6.738,-73.518
6.541,-73.547
6.798,-73.134
6.785,-73.146
6.831,-73.124
6.770,-73.149
6.788,-73.097
6.780,-73.159
6.822,-73.174
6.805,-73.136
6.725,-73.170
6.791,-73.123
6.813,-73.153
6.741,-73.178
6.849,-73.164
6.776,-73.159
6.829,-73.166
6.734,-73.201
6.813,-73.120
6.067,-73.286
6.726,-73.180
6.697,-73.193
6.817,-73.168
6.793,-73.117
6.818,-73.166
6.798,-73.126
6.785,-73.153
6.779,-73.142
6.746,-73.151
6.814,-73.120
6.556,-73.954
6.788,-73.140
6.822,-73.040
6.682,-73.262
7.295,-73.311
6.727,-73.159
6.798,-73.100
6.723,-73.195
6.768,-73.188
6.807,-73.145
6.754,-73.087
6.801,-73.170
6.797,-73.147
6.297,-73.605
6.780,-73.145
6.831,-72.985
6.862,-73.104
6.842,-73.231
5.785,-73.865
6.763,-73.138
6.755,-73.133
6.788,-73.129
6.792,-73.119
6.696,-73.148
6.876,-73.287
6.600,-73.360
6.797,-73.167
6.806,-73.134
6.815,-73.098
6.812,-73.139
6.794,-73.142
6.800,-73.109
6.524,-73.471
6.770,-73.046
6.930,-73.168
6.823,-73.133
6.788,-73.144
6.791,-73.116
6.818,-73.164
6.868,-73.288
6.808,-73.096
6.597,-73.533
6.785,-73.142
6.811,-73.117
6.985,-73.117
6.802,-73.169
6.820,-73.125
6.709,-73.179
7.402,-73.193
6.768,-73.209
6.795,-73.178
6.836,-73.150
6.797,-73.130
6.798,-73.130
6.780,-73.086
6.796,-73.160
6.817,-73.162
6.744,-73.194
6.788,-73.177
6.782,-73.151
6.767,-73.143
6.756,-73.151
6.776,-73.152
6.820,-73.138
6.715,-73.146
6.757,-73.147
6.763,-73.162
6.787,-73.131
6.667,-73.535
6.804,-73.135
6.809,-73.060
6.832,-73.173
6.738,-73.165
6.810,-73.160
6.806,-73.124
6.783,-73.169
6.790,-73.149
6.835,-73.082
6.791,-73.146
6.794,-73.141
6.773,-73.151
6.771,-73.216
6.808,-73.140
6.838,-73.052
6.742,-73.200
6.757,-73.141
6.827,-73.145
6.756,-73.120
6.823,-72.981
6.726,-73.138
6.374,-73.640
6.822,-73.154
6.739,-72.966
6.823,-73.155
6.814,-73.157
6.783,-73.157
6.790,-73.127
6.794,-73.287
6.109,-73.062
6.825,-73.164
6.735,-73.208
6.749,-73.214
6.784,-73.087
6.824,-73.178
6.825,-73.192
7.511,-73.079
6.804,-73.089
6.802,-73.156
6.809,-73.165
6.762,-73.096
6.680,-74.115
6.786,-73.127
6.804,-73.099
6.816,-72.982
6.757,-73.141
6.808,-73.170
6.725,-73.190
6.819,-73.195
6.747,-73.147
6.802,-73.026
6.736,-73.213
6.741,-73.154
6.270,-73.665
6.800,-73.117
6.824,-73.137
6.816,-73.212
6.771,-73.158
6.785,-73.145
6.791,-73.154
6.728,-73.145
6.701,-73.211
6.829,-73.167
6.702,-73.752
6.784,-73.101
6.313,-73.615
6.791,-73.161
6.018,-74.118
6.761,-73.115
6.767,-73.145
6.776,-73.109
6.748,-73.153
6.746,-73.077
6.806,-73.190
6.779,-73.161
6.734,-73.188
6.863,-73.229
6.804,-73.126
6.816,-73.076
6.790,-73.075
6.436,-73.610
6.782,-73.087
7.006,-72.790
6.755,-73.156
6.812,-73.163
6.782,-73.083
6.763,-73.076
6.834,-73.303
5.891,-73.706
6.803,-73.130
6.810,-73.159
6.761,-73.105
6.182,-73.663
6.791,-73.158
6.572,-73.723
6.781,-73.152
6.812,-73.152
7.467,-73.152
6.779,-73.197
6.797,-73.155
6.493,-73.626
6.740,-73.237
6.383,-73.508
6.761,-73.172
6.843,-73.215
6.787,-73.047
6.726,-73.132
6.762,-73.117
6.834,-72.996
6.533,-73.717
6.805,-73.072
6.770,-73.095
5.910,-74.055
6.552,-73.445
6.794,-73.113
6.781,-73.134
6.775,-73.078
6.797,-73.135
6.555,-73.458
6.817,-73.108
6.410,-73.698
6.397,-73.394
6.788,-73.150
6.788,-73.153
6.507,-73.607
6.723,-73.155
6.826,-73.189
6.834,-73.147
6.826,-73.114
6.775,-73.171
6.812,-73.148
6.254,-73.732
6.776,-73.144
6.769,-73.158
6.836,-73.090
6.806,-73.142
6.728,-73.118
6.807,-73.017
6.790,-73.099
6.782,-73.099
6.814,-73.165
6.826,-73.125
6.809,-73.152
6.771,-73.084
6.814,-73.142
6.827,-73.136
6.778,-73.142
7.358,-73.401
6.757,-73.137
6.169,-73.627
6.788,-73.132
6.760,-73.083
6.778,-73.115
6.275,-73.694
6.778,-73.157
6.767,-73.096
6.808,-73.119
6.123,-73.303
6.796,-73.147
5.904,-73.607
6.824,-73.155
6.759,-73.166
6.822,-73.092
6.812,-73.126
6.785,-73.182
6.760,-73.092
6.812,-73.182
6.786,-73.079
7.444,-73.162
6.776,-73.128
6.830,-73.212
6.774,-73.032
6.756,-73.186
6.783,-73.101
6.735,-73.081
6.765,-73.121
6.741,-73.112
6.803,-73.183
6.700,-73.166
6.788,-73.136
6.779,-73.125
6.788,-73.129
6.645,-73.223
6.819,-73.403
6.767,-73.179
6.725,-73.110
6.767,-73.157
7.408,-73.195
6.759,-73.156
6.779,-73.021
6.815,-73.157
6.740,-73.184
6.792,-73.095
6.783,-73.123
6.777,-73.137
6.551,-73.567
6.698,-73.287
6.795,-73.127
6.808,-73.149
7.245,-73.989
6.772,-73.172
6.833,-73.141
6.807,-73.151
6.212,-73.743
6.771,-73.164
6.772,-73.033
6.328,-73.163
6.810,-73.147
6.941,-73.120
6.792,-73.092
6.797,-73.040
6.776,-73.142
6.613,-73.227
6.802,-73.131
6.818,-73.128
6.772,-73.183
6.751,-73.118
5.971,-74.174
6.749,-73.158
6.840,-73.182
6.760,-73.144
6.802,-73.143
6.779,-73.143
6.776,-73.146
6.624,-73.603
6.792,-73.109
6.741,-73.082
6.833,-73.024
6.803,-73.079
6.797,-73.173
6.812,-73.185
6.758,-73.147
6.785,-73.116
6.808,-73.079
6.683,-73.200
6.812,-73.172
6.784,-73.141
6.762,-73.160
6.808,-73.136
6.827,-73.205
6.811,-73.155
6.759,-73.122
6.825,-73.121
6.794,-73.075
6.781,-73.129
6.843,-73.133
6.874,-73.133
6.839,-73.157
6.673,-73.520
6.781,-73.142
6.835,-73.165
6.794,-73.106
6.784,-73.096
6.679,-73.223
6.790,-73.141
6.770,-73.089
6.792,-73.177
6.823,-73.106
6.812,-73.156
5.819,-73.739
6.846,-73.169
6.798,-73.103
6.430,-73.234
6.833,-73.135
6.720,-73.199
6.767,-73.105
6.847,-73.009
6.797,-73.047
6.832,-73.089
5.757,-73.942
6.790,-73.059
6.079,-73.253
6.751,-73.173
6.833,-73.138
6.815,-73.045
6.774,-73.164
6.792,-73.152
6.872,-73.620
6.790,-73.138
6.769,-73.172
6.744,-73.151
6.362,-73.624
6.811,-73.024
6.732,-73.142
6.881,-73.175
6.803,-73.182
6.838,-73.136
5.967,-73.821
6.779,-73.123
6.774,-73.112
6.761,-73.063
6.774,-73.022
6.770,-73.080
6.779,-73.166
6.793,-73.171
6.753,-73.326
6.325,-73.578
6.757,-73.116
6.857,-73.149
6.809,-73.152
6.796,-73.092
6.789,-73.155
6.849,-73.156
6.802,-73.146
6.507,-73.523
6.797,-72.838
6.800,-73.159
6.801,-73.118
6.808,-73.096
6.802,-73.207
6.051,-73.739
6.738,-73.206
6.778,-73.123
6.800,-73.165
6.794,-73.007
6.824,-73.148
6.788,-73.116
6.773,-73.142
5.747,-73.916
6.840,-73.201
6.768,-73.177
6.801,-73.154
6.779,-73.150
6.794,-73.181
5.957,-73.714
6.811,-73.129
6.777,-73.143
6.875,-73.382
6.783,-73.062
6.764,-73.136
6.796,-73.176
6.799,-73.083
6.784,-73.062
6.808,-73.050
6.801,-73.146
6.773,-73.161
6.805,-73.149
6.733,-73.331
6.662,-73.201
6.745,-73.169
6.154,-73.667
6.833,-73.181
6.905,-73.332
6.793,-73.106
6.763,-73.135
6.778,-73.151
6.803,-73.013
6.776,-73.148
6.840,-73.150
6.707,-73.196
6.763,-73.087
6.786,-73.128
6.781,-73.111
6.600,-73.582
6.723,-73.127
6.802,-73.136
6.771,-73.131
6.826,-73.157
6.789,-73.152
6.811,-73.051
5.948,-74.131
6.874,-72.983
6.748,-73.111
6.079,-73.730
6.793,-73.109
6.681,-73.235
