DOP,RV2T,EsSismo
0.601100877929911,0.8456169431369054,1
0.23204178594036518,0.19153530138587804,0
0.48560233932213903,0.7833154916085118,1
0.13664189862822046,0.1409216740552373,0
0.5984832027244151,0.8378789281991832,1
0.1658012991270028,0.14813764993692863,0
0.5024585223838454,0.7820826644699644,1
0.14447622429735862,0.37610201819209504,0
0.37836348687475385,0.7151466040114902,1
0.10013669788971763,0.3418312127435106,0
0.06904886432216678,0.26630243354664423,1
0.3700992115412877,0.15336129073897345,0
0.05802881786636965,0.3938047054791485,1
0.06668892313117876,0.454417950311135,0
0.41165660317289526,0.7464479493850357,1
0.14081363275552589,0.14776864003430962,0
0.22522584353504194,0.568334234741725,1
0.9008680391244879,0.004335906071036019,0
0.3561732849394862,0.7182208755145285,1
0.055929879576830085,0.1849850496501314,0
0.5180693537260711,0.8005572818283805,1
0.08276581559748192,0.4050909791156409,0
0.43453489306977144,0.7563950049082258,1
0.600829353545856,0.09825492107502787,0
0.011739456018154076,0.3142352404027366,1
0.318239225934046,0.12541876259379953,0
0.3964073103264246,0.7400577587237407,1
0.15783909181106845,0.3457068370787535,0
0.1976136097900103,0.5123907108725332,1
0.08648890343643717,0.20033775504739657,0
0.583071750648177,0.831609072773757,1
0.21630081214905497,0.5907257037163817,0
0.3095363101884911,0.6954304938104423,1
0.33312642838241247,0.0979201848808935,0
0.5690206000616219,0.8262974624318052,1
0.07054341826067713,0.2368487708553625,0
0.5016800551119414,0.7837831380685016,1
0.07798061087345927,0.19137294638194863,0
0.253942148111471,0.6553311345418262,1
0.10070190801693378,0.14793042808436227,0
0.12076250798865687,0.2976818978838751,1
0.49198885530296754,0.04439363917783815,0
0.5697622264516655,0.8315131315713836,1
0.11246151864495083,0.34873500757197917,0
0.5347033286532186,0.813891186519984,1
0.08773080952867224,0.42705518184851055,0
0.40295307626349913,0.7454064812003847,1
0.1811711728361196,0.48972352992041757,0
0.17826382426927706,0.5586047255684757,1
0.0944135538961432,0.15086372432099474,0
0.16413353845592255,0.5775266816468784,1
0.2532198849600807,0.11084252221277778,0
0.0501053563623226,0.28465378279316317,1
0.14969676215717495,0.1096159448922317,0
0.5829824707977548,0.8221991836571912,1
0.6232954551862936,0.053943441524008845,0
0.3309197130547694,0.7116287485834557,1
0.6993628795755887,0.0605167030482953,0
0.3000384591912182,0.6878617978318369,1
0.3235138607578831,0.14598178142715126,0
